Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
0.348,0.12,244.09,1.4,0.0,0.0,1.0
0.668,0.374,242.9,3.0,0.0,1.0,0.0
0.692,0.154,243.62,3.0,0.0,1.0,1.0
0.358,0.108,239.97,1.4,0.0,0.0,1.0
0.26,0.0,244.7,1.0,0.0,0.0,1.0
0.694,0.224,240.58,3.0,0.0,1.0,1.0
0.336,0.092,245.21,1.4,0.0,0.0,0.0
5.684,0.0,236.32,24.2,37.0,28.0,18.0
2.248,0.564,239.09,9.6,0.0,1.0,0.0
0.33,0.112,244.82,1.4,0.0,2.0,1.0
0.324,0.084,241.38,1.4,0.0,0.0,0.0
0.338,0.106,239.4,1.4,0.0,0.0,1.0
0.252,0.0,244.28,1.0,0.0,0.0,1.0
1.412,0.076,243.31,5.8,0.0,0.0,19.0
2.57,0.44,242.85,10.6,0.0,1.0,1.0
1.324,0.0,240.95,5.4,0.0,0.0,18.0
0.544,0.0,243.49,2.2,0.0,2.0,0.0
0.616,0.074,239.34,2.6,0.0,0.0,1.0
0.354,0.118,242.0,1.4,0.0,0.0,0.0
1.336,0.0,241.74,5.4,0.0,0.0,19.0
0.3,0.0,241.8,1.2,0.0,0.0,1.0
0.256,0.0,241.55,1.0,0.0,0.0,0.0
0.478,0.24,244.09,2.2,0.0,1.0,1.0
0.602,0.39,242.63,3.0,0.0,1.0,1.0
2.316,0.282,242.03,9.6,0.0,0.0,18.0
1.828,0.33,235.97,8.0,0.0,0.0,18.0
1.112,0.206,245.19,4.6,0.0,0.0,1.0
2.186,0.07,238.91,9.2,0.0,0.0,18.0
0.326,0.062,242.03,1.4,0.0,0.0,0.0
1.552,0.182,239.82,6.6,0.0,0.0,18.0
1.448,0.09,241.45,6.0,0.0,0.0,0.0
0.354,0.0,241.28,1.8,0.0,1.0,1.0
0.248,0.108,244.12,1.0,0.0,0.0,1.0
1.742,0.266,239.66,7.4,0.0,2.0,18.0
0.372,0.244,243.76,1.8,0.0,2.0,1.0
0.164,0.0,241.96,0.6,0.0,0.0,0.0
0.45,0.142,245.4,2.0,0.0,0.0,0.0
0.358,0.29,241.27,1.8,0.0,1.0,1.0
1.338,0.128,242.14,5.4,0.0,0.0,18.0
0.238,0.118,241.97,1.0,0.0,1.0,1.0
0.274,0.094,242.85,1.2,0.0,0.0,0.0
0.158,0.0,240.84,0.6,0.0,0.0,0.0
0.166,0.0,240.96,0.6,0.0,0.0,0.0
0.352,0.176,240.45,1.6,0.0,1.0,1.0
1.404,0.092,239.28,5.8,0.0,0.0,10.0
1.704,0.198,239.58,7.0,0.0,1.0,18.0
0.236,0.102,244.5,1.0,0.0,0.0,0.0
0.34,0.246,241.63,1.6,0.0,0.0,1.0
0.282,0.098,243.14,1.2,0.0,1.0,1.0
1.278,0.0,237.76,5.2,2.0,0.0,18.0
0.236,0.104,244.37,1.0,0.0,0.0,1.0
0.562,0.214,239.92,2.4,0.0,1.0,1.0
0.202,0.0,244.27,0.8,0.0,0.0,0.0
0.226,0.102,237.32,1.0,0.0,0.0,1.0
0.244,0.112,243.0,1.0,0.0,0.0,1.0
1.354,0.112,240.43,5.6,0.0,2.0,18.0
0.332,0.248,244.09,1.6,0.0,0.0,1.0
0.506,0.228,239.89,2.4,0.0,0.0,0.0
0.596,0.0,241.45,2.4,0.0,0.0,0.0
4.116,0.452,234.81,17.6,38.0,3.0,18.0
0.26,0.0,243.17,1.2,0.0,0.0,1.0
1.494,0.13,240.29,6.2,0.0,0.0,19.0
0.358,0.234,243.13,1.8,0.0,0.0,1.0
0.828,0.0,238.58,3.6,0.0,0.0,0.0
0.302,0.224,243.03,1.4,0.0,1.0,1.0
0.228,0.106,241.66,1.0,0.0,0.0,0.0
0.25,0.058,244.25,1.2,0.0,0.0,1.0
2.41,0.372,230.94,11.2,0.0,0.0,17.0
0.25,0.0,242.59,1.2,0.0,0.0,0.0
2.366,0.22,238.82,10.2,0.0,14.0,19.0
0.342,0.248,242.54,1.6,0.0,1.0,1.0
0.546,0.192,240.16,2.6,0.0,1.0,1.0
1.05,0.342,242.33,4.6,0.0,0.0,1.0
1.366,0.134,239.03,5.6,0.0,0.0,18.0
0.166,0.0,245.64,0.6,0.0,0.0,0.0
0.882,0.158,232.01,3.8,0.0,0.0,11.0
0.156,0.0,239.3,0.6,0.0,0.0,1.0
1.83,0.048,232.63,7.8,0.0,0.0,17.0
0.254,0.0,238.47,1.0,1.0,0.0,0.0
2.19,0.116,233.32,9.6,0.0,29.0,1.0
0.262,0.074,236.96,1.2,0.0,0.0,1.0
1.192,0.0,233.6,5.0,0.0,0.0,17.0
0.304,0.146,243.67,1.4,0.0,0.0,1.0
0.364,0.14,238.93,1.6,0.0,0.0,1.0
0.49,0.0,243.48,2.0,0.0,0.0,0.0
1.526,0.078,237.93,6.4,0.0,1.0,18.0
0.49,0.344,240.09,2.4,0.0,1.0,1.0
0.934,0.268,242.44,4.0,0.0,0.0,11.0
0.256,0.092,242.47,1.2,0.0,1.0,1.0
1.6,0.106,238.35,6.6,0.0,0.0,18.0
0.214,0.0,243.43,0.8,1.0,0.0,1.0
1.324,0.09,236.26,5.6,0.0,1.0,18.0
0.16,0.0,242.69,0.6,0.0,0.0,0.0
0.388,0.222,238.88,1.8,0.0,1.0,1.0
0.282,0.118,240.59,1.2,0.0,1.0,1.0
0.418,0.116,238.23,2.0,0.0,0.0,1.0
0.276,0.118,241.4,1.2,0.0,0.0,0.0
0.258,0.116,237.03,1.2,0.0,0.0,0.0
0.326,0.244,242.56,1.6,0.0,0.0,1.0
0.412,0.256,241.26,2.0,0.0,1.0,1.0
0.668,0.07,241.66,2.8,0.0,0.0,1.0
1.994,0.2,239.16,8.2,0.0,1.0,19.0
0.932,0.13,242.7,4.0,0.0,1.0,1.0
0.224,0.136,239.52,1.0,0.0,1.0,1.0
0.292,0.188,240.38,1.6,0.0,1.0,1.0
1.944,0.474,237.15,8.6,0.0,1.0,0.0
0.276,0.12,241.28,1.2,0.0,0.0,1.0
0.73,0.304,240.41,3.6,1.0,0.0,8.0
1.486,0.338,242.84,6.2,0.0,2.0,19.0
0.556,0.246,236.72,2.6,1.0,0.0,0.0
0.162,0.0,243.17,0.8,0.0,0.0,1.0
3.828,0.404,237.47,16.2,39.0,0.0,1.0
1.182,0.346,242.23,5.2,0.0,0.0,7.0
2.402,0.364,236.09,10.4,0.0,23.0,12.0
0.218,0.088,241.95,1.0,0.0,0.0,0.0
0.342,0.204,236.66,1.6,0.0,0.0,0.0
0.242,0.12,241.42,1.0,0.0,0.0,1.0
0.23,0.12,240.32,1.0,0.0,0.0,0.0
0.144,0.0,241.41,0.6,0.0,0.0,0.0
1.38,0.082,235.88,5.8,0.0,2.0,18.0
0.3,0.126,240.15,1.2,1.0,0.0,0.0
1.24,0.064,237.1,5.2,0.0,0.0,18.0
0.38,0.234,240.86,1.8,0.0,1.0,1.0
0.136,0.0,238.6,0.6,0.0,0.0,1.0
0.908,0.256,243.99,3.8,0.0,0.0,12.0
0.304,0.228,237.29,1.6,0.0,1.0,0.0
1.072,0.22,239.48,4.6,0.0,1.0,1.0
1.498,0.194,237.39,6.2,0.0,0.0,18.0
1.038,0.188,237.74,4.4,0.0,0.0,1.0
0.288,0.122,240.5,1.2,0.0,0.0,1.0
1.788,0.112,239.6,7.4,0.0,0.0,19.0
1.456,0.1,240.47,6.0,0.0,1.0,18.0
1.326,0.11,241.55,5.4,0.0,0.0,19.0
0.584,0.342,240.07,3.0,0.0,2.0,1.0
0.304,0.23,241.91,1.6,0.0,0.0,1.0
0.61,0.242,239.3,3.0,0.0,1.0,1.0
0.278,0.218,239.07,1.4,0.0,1.0,0.0
0.234,0.126,238.08,1.0,0.0,0.0,1.0
0.46,0.218,240.9,2.2,0.0,1.0,1.0
0.28,0.126,241.43,1.2,0.0,0.0,0.0
0.55,0.082,242.4,2.4,0.0,0.0,3.0
1.092,0.452,238.56,5.2,0.0,4.0,7.0
0.33,0.078,244.05,1.4,0.0,0.0,1.0
0.834,0.33,240.61,3.6,0.0,2.0,1.0
0.628,0.22,242.07,2.6,0.0,0.0,1.0
0.138,0.0,239.53,0.6,0.0,0.0,1.0
0.326,0.248,244.5,1.6,0.0,0.0,1.0
0.752,0.096,239.03,3.0,0.0,0.0,1.0
0.248,0.146,242.58,1.2,0.0,0.0,1.0
0.218,0.126,239.11,1.0,0.0,1.0,0.0
0.14,0.0,242.8,0.6,0.0,0.0,1.0
0.408,0.358,238.36,2.2,0.0,1.0,1.0
0.522,0.104,241.93,2.2,0.0,0.0,1.0
0.564,0.116,238.72,2.4,0.0,0.0,1.0
1.502,0.124,240.06,6.2,1.0,0.0,18.0
0.746,0.486,239.87,3.6,0.0,5.0,1.0
0.186,0.0,240.84,1.0,0.0,0.0,1.0
3.156,0.292,237.4,13.8,0.0,28.0,18.0
0.64,0.086,239.63,2.6,1.0,0.0,0.0
0.262,0.118,240.72,1.2,0.0,2.0,0.0
0.178,0.0,242.4,0.8,0.0,0.0,1.0
1.044,0.0,238.93,4.4,0.0,0.0,1.0
0.74,0.364,239.2,3.4,0.0,2.0,0.0
3.14,0.26,237.97,13.2,0.0,0.0,1.0
0.518,0.0,242.89,2.2,0.0,0.0,1.0
0.276,0.132,238.99,1.2,0.0,2.0,1.0
1.056,0.324,242.28,4.6,0.0,0.0,1.0
0.548,0.0,240.56,2.4,0.0,0.0,1.0
0.238,0.096,243.03,1.0,0.0,0.0,1.0
0.71,0.246,238.56,3.2,0.0,0.0,0.0
1.748,0.258,240.18,7.2,0.0,2.0,1.0
0.672,0.354,237.86,3.2,0.0,0.0,1.0
0.154,0.0,241.42,0.6,0.0,0.0,0.0
0.43,0.102,236.38,2.0,0.0,0.0,0.0
0.324,0.224,241.47,1.6,0.0,0.0,1.0
0.504,0.132,239.45,2.4,0.0,0.0,1.0
0.264,0.126,242.82,1.2,0.0,0.0,1.0
0.686,0.186,241.03,3.2,0.0,0.0,1.0
0.452,0.214,243.09,2.0,0.0,1.0,1.0
0.362,0.112,239.2,1.6,0.0,0.0,1.0
0.25,0.122,242.97,1.2,0.0,0.0,1.0
0.392,0.326,238.42,2.0,0.0,1.0,1.0
0.152,0.0,243.03,0.6,0.0,0.0,1.0
0.332,0.286,239.02,1.8,0.0,1.0,0.0
0.314,0.226,242.94,1.6,0.0,0.0,1.0
0.404,0.334,239.0,2.2,0.0,1.0,1.0
0.276,0.088,242.2,1.2,0.0,0.0,0.0
0.152,0.0,239.13,0.6,0.0,0.0,0.0
0.448,0.136,242.76,2.2,0.0,0.0,0.0
0.352,0.0,240.5,1.8,0.0,0.0,1.0
1.572,0.232,238.69,6.6,0.0,1.0,18.0
0.438,0.126,239.93,2.0,0.0,0.0,0.0
0.224,0.0,243.13,1.0,0.0,0.0,1.0
0.414,0.074,241.18,2.0,0.0,0.0,0.0
0.5,0.226,239.75,2.4,0.0,0.0,1.0
0.21,0.1,240.88,1.0,0.0,0.0,1.0
0.18,0.0,239.46,1.0,0.0,0.0,0.0
0.406,0.352,240.24,2.2,0.0,1.0,1.0
0.21,0.094,237.33,1.0,0.0,0.0,1.0
0.288,0.212,237.72,1.4,0.0,1.0,0.0
0.218,0.096,238.63,1.0,0.0,0.0,1.0
0.32,0.242,238.42,1.6,0.0,1.0,1.0
2.15,0.054,237.52,9.0,0.0,0.0,18.0
0.138,0.0,239.11,0.6,0.0,0.0,1.0
0.174,0.142,241.94,0.8,0.0,1.0,1.0
0.138,0.102,239.6,0.6,0.0,0.0,1.0
0.17,0.138,240.16,0.8,0.0,2.0,0.0
0.172,0.144,237.71,0.8,0.0,0.0,0.0
0.166,0.138,239.59,0.8,0.0,1.0,1.0
0.108,0.0,240.66,0.6,0.0,0.0,1.0
0.18,0.146,238.78,0.8,0.0,0.0,1.0
0.126,0.09,241.05,0.6,0.0,1.0,1.0
0.156,0.118,238.81,0.8,0.0,0.0,1.0
0.08,0.0,239.9,0.2,0.0,0.0,0.0
0.264,0.0,238.35,1.0,0.0,0.0,1.0
0.25,0.262,237.73,1.4,0.0,2.0,0.0
0.252,0.25,239.36,1.4,0.0,0.0,1.0
0.08,0.0,239.77,0.2,0.0,0.0,1.0
0.08,0.0,239.54,0.2,0.0,0.0,1.0
0.176,0.152,240.66,0.8,0.0,0.0,1.0
0.178,0.152,240.77,0.8,0.0,0.0,1.0
0.188,0.152,240.89,1.0,0.0,0.0,1.0
0.156,0.1,240.63,1.0,0.0,0.0,1.0
0.172,0.142,241.42,0.8,0.0,1.0,0.0
0.246,0.244,240.83,1.4,0.0,2.0,1.0
0.86,0.416,240.66,4.0,0.0,2.0,9.0
0.18,0.154,242.08,0.8,0.0,0.0,1.0
0.082,0.0,242.6,0.2,0.0,0.0,1.0
0.082,0.0,242.25,0.2,0.0,0.0,1.0
0.176,0.152,241.19,0.8,0.0,0.0,1.0
0.084,0.0,243.77,0.2,0.0,0.0,1.0
0.08,0.0,238.76,0.2,0.0,0.0,0.0
0.258,0.242,241.86,1.6,0.0,0.0,0.0
0.154,0.126,242.5,0.8,0.0,0.0,1.0
0.08,0.0,239.78,0.2,0.0,0.0,0.0
0.172,0.146,238.27,0.8,0.0,0.0,1.0
0.082,0.0,240.87,0.2,0.0,0.0,0.0
0.738,0.214,237.36,3.2,0.0,0.0,10.0
0.254,0.262,242.96,1.4,0.0,0.0,1.0
0.154,0.124,241.46,0.8,0.0,0.0,0.0
0.324,0.378,240.83,2.0,0.0,2.0,0.0
0.242,0.24,239.39,1.4,0.0,1.0,0.0
0.086,0.0,245.8,0.2,0.0,0.0,1.0
0.188,0.158,243.51,1.0,0.0,0.0,0.0
0.08,0.0,239.06,0.2,0.0,0.0,1.0
0.178,0.15,240.6,0.8,0.0,0.0,0.0
0.16,0.144,242.57,0.8,0.0,1.0,0.0
0.262,0.266,238.64,1.4,0.0,1.0,1.0
0.158,0.126,242.53,0.8,0.0,0.0,1.0
0.186,0.152,241.18,1.0,0.0,0.0,0.0
0.158,0.122,240.81,0.8,0.0,0.0,1.0
0.078,0.0,237.24,0.2,0.0,0.0,1.0
0.192,0.154,240.44,1.2,0.0,0.0,1.0
0.08,0.0,239.99,0.2,0.0,0.0,0.0
0.082,0.0,241.58,0.2,0.0,0.0,1.0
0.158,0.14,240.44,0.8,0.0,1.0,1.0
1.3,0.0,243.04,5.4,0.0,0.0,19.0
2.602,0.478,237.41,11.6,0.0,0.0,18.0
0.642,0.276,242.15,2.8,0.0,2.0,0.0
1.368,0.11,236.86,5.8,0.0,2.0,18.0
0.286,0.116,241.47,1.2,0.0,0.0,0.0
1.33,0.0,239.19,5.6,0.0,15.0,1.0
0.856,0.21,242.61,3.6,0.0,0.0,11.0
1.636,0.22,236.01,7.0,0.0,0.0,23.0
0.376,0.238,241.87,1.8,0.0,2.0,0.0
0.144,0.0,239.84,0.6,0.0,0.0,0.0
0.152,0.0,240.59,0.6,0.0,0.0,0.0
0.54,0.368,238.19,2.6,0.0,0.0,0.0
0.686,0.208,240.03,3.0,0.0,0.0,1.0
0.506,0.088,240.55,2.2,0.0,0.0,1.0
0.274,0.124,243.74,1.2,0.0,0.0,0.0
1.278,0.0,239.52,5.2,0.0,0.0,19.0
2.632,0.112,244.88,10.6,39.0,0.0,1.0
0.344,0.0,239.64,2.4,0.0,0.0,1.0
0.154,0.0,242.43,0.6,0.0,0.0,1.0
1.428,0.054,236.37,6.0,0.0,0.0,18.0
0.24,0.076,239.33,1.0,0.0,0.0,0.0
0.378,0.108,237.91,1.8,0.0,0.0,1.0
0.238,0.098,240.84,1.0,0.0,2.0,1.0
1.334,0.344,239.21,5.8,0.0,0.0,1.0
0.936,0.09,239.26,3.8,0.0,1.0,1.0
0.42,0.0,239.66,1.8,0.0,1.0,1.0
0.582,0.284,241.03,2.6,0.0,1.0,1.0
4.86,0.56,234.48,20.8,37.0,0.0,28.0
0.454,0.076,246.29,2.2,0.0,0.0,0.0
0.378,0.0,242.71,1.8,0.0,0.0,1.0
0.408,0.222,243.63,1.8,0.0,0.0,1.0
0.356,0.218,241.67,1.6,0.0,0.0,1.0
0.25,0.14,246.21,1.2,0.0,1.0,1.0
0.45,0.16,238.91,2.0,0.0,1.0,1.0
0.158,0.0,241.4,0.6,0.0,0.0,1.0
0.158,0.0,241.71,0.6,0.0,0.0,1.0
1.404,0.086,241.76,5.8,1.0,0.0,19.0
0.194,0.0,239.87,0.8,0.0,0.0,0.0
0.644,0.108,242.8,2.6,0.0,0.0,0.0
1.454,0.116,241.25,6.0,0.0,1.0,18.0
0.162,0.0,245.7,0.6,0.0,0.0,0.0
0.634,0.378,240.21,3.0,1.0,0.0,0.0
0.404,0.22,241.19,2.0,0.0,1.0,1.0
1.372,0.218,237.41,5.8,0.0,0.0,18.0
0.266,0.094,241.18,1.4,0.0,0.0,1.0
0.25,0.124,241.15,1.2,0.0,1.0,1.0
0.324,0.0,242.78,1.2,0.0,0.0,1.0
1.386,0.0,239.95,5.8,0.0,1.0,18.0
0.25,0.094,241.94,1.0,0.0,1.0,1.0
0.38,0.254,241.44,2.0,0.0,2.0,1.0
0.154,0.0,244.22,0.6,0.0,0.0,1.0
1.222,0.0,241.1,5.0,0.0,0.0,18.0
0.15,0.0,241.35,0.6,0.0,0.0,1.0
2.454,0.0,242.79,10.0,0.0,37.0,1.0
2.552,0.242,239.93,10.6,0.0,0.0,1.0
1.478,0.194,239.67,6.2,0.0,2.0,18.0
0.316,0.084,240.92,1.4,0.0,0.0,0.0
1.618,0.132,239.53,6.8,0.0,0.0,19.0
0.374,0.084,241.61,1.6,0.0,0.0,0.0
0.302,0.062,242.08,1.4,0.0,0.0,1.0
0.352,0.098,243.94,1.4,0.0,0.0,1.0
1.728,0.262,237.37,7.2,1.0,0.0,18.0
1.462,0.182,238.8,6.0,0.0,0.0,18.0
1.668,0.114,238.9,7.6,0.0,0.0,18.0
0.392,0.0,241.6,1.8,0.0,0.0,1.0
1.324,0.052,236.16,5.6,0.0,0.0,17.0
2.406,0.2,239.3,10.0,1.0,0.0,19.0
1.354,0.074,235.59,5.6,0.0,0.0,18.0
0.35,0.1,241.45,1.4,0.0,0.0,1.0
2.204,0.184,236.86,9.2,0.0,2.0,1.0
1.468,0.0,239.93,6.0,0.0,0.0,18.0
0.36,0.078,241.18,1.6,0.0,0.0,1.0
0.684,0.316,238.91,3.2,0.0,1.0,1.0
2.434,0.29,235.11,10.8,0.0,1.0,17.0
0.5,0.244,243.36,2.2,0.0,2.0,0.0
1.418,0.056,237.9,5.8,0.0,0.0,18.0
0.34,0.112,245.25,1.4,0.0,1.0,1.0
1.844,0.126,236.67,7.8,0.0,4.0,18.0
0.512,0.368,242.27,2.6,0.0,2.0,1.0
1.37,0.082,239.16,5.6,0.0,0.0,18.0
0.466,0.0,243.73,1.8,0.0,0.0,1.0
1.472,0.058,236.62,6.2,0.0,0.0,17.0
0.334,0.0,243.14,1.4,0.0,0.0,1.0
0.812,0.378,244.27,3.6,0.0,1.0,0.0
0.354,0.08,241.06,1.4,0.0,0.0,1.0
1.466,0.19,241.2,6.0,0.0,2.0,18.0
0.246,0.0,239.91,1.0,0.0,0.0,1.0
2.112,0.456,237.24,9.2,0.0,0.0,18.0
0.42,0.144,241.92,1.8,0.0,2.0,1.0
0.474,0.076,240.27,2.0,0.0,1.0,1.0
0.472,0.23,242.9,2.2,0.0,1.0,0.0
4.376,0.268,237.15,18.4,38.0,0.0,18.0
0.32,0.058,242.93,1.4,0.0,0.0,1.0
0.29,0.0,239.62,1.2,0.0,0.0,1.0
0.248,0.0,242.91,1.0,0.0,0.0,1.0
1.596,0.046,240.33,6.6,0.0,0.0,18.0
3.518,0.588,238.8,15.0,0.0,1.0,1.0
0.26,0.0,238.88,1.0,0.0,0.0,1.0
0.346,0.094,241.49,1.4,0.0,0.0,0.0
1.3,0.052,239.72,5.4,0.0,0.0,18.0
0.416,0.1,241.9,1.8,0.0,1.0,0.0
1.648,0.176,238.7,6.8,0.0,0.0,18.0
0.248,0.0,245.45,1.0,0.0,0.0,1.0
0.484,0.202,240.11,2.2,0.0,0.0,0.0
0.316,0.0,240.64,1.4,0.0,0.0,1.0
1.286,0.0,238.66,5.4,0.0,0.0,18.0
0.416,0.202,243.28,1.8,0.0,0.0,1.0
3.594,0.0,236.61,15.2,27.0,0.0,18.0
0.618,0.08,245.17,2.6,0.0,0.0,0.0
1.978,0.112,239.09,8.2,0.0,0.0,18.0
0.276,0.0,243.87,1.2,0.0,0.0,0.0
0.376,0.174,239.16,1.6,0.0,0.0,0.0
0.312,0.082,242.71,1.2,0.0,0.0,0.0
0.21,0.052,241.44,0.8,0.0,0.0,0.0
0.286,0.056,243.83,1.2,0.0,0.0,0.0
0.286,0.066,240.75,1.2,0.0,2.0,0.0
1.604,0.216,240.24,6.6,0.0,0.0,0.0
1.8,0.078,242.88,7.4,0.0,0.0,18.0
0.69,0.062,242.72,2.8,0.0,0.0,0.0
0.228,0.0,242.1,1.0,0.0,1.0,0.0
1.632,0.0,238.29,6.8,0.0,0.0,18.0
1.932,0.0,241.45,8.0,0.0,0.0,18.0
0.602,0.184,242.5,2.8,0.0,0.0,0.0
0.61,0.194,239.29,2.8,0.0,1.0,0.0
0.532,0.084,242.79,2.4,0.0,0.0,0.0
0.532,0.078,238.93,2.4,0.0,0.0,0.0
0.428,0.058,242.05,2.2,0.0,0.0,0.0
0.42,0.052,242.68,2.0,0.0,0.0,0.0
0.26,0.0,243.16,1.2,0.0,0.0,0.0
0.354,0.084,241.79,1.6,0.0,0.0,0.0
0.396,0.078,240.35,1.8,0.0,1.0,0.0
1.372,0.406,238.35,6.0,1.0,0.0,0.0
0.316,0.068,241.54,1.4,0.0,1.0,0.0
0.762,0.216,238.22,3.6,0.0,0.0,0.0
0.392,0.102,241.35,1.6,0.0,0.0,0.0
2.102,0.144,238.94,8.8,0.0,1.0,18.0
0.258,0.06,240.24,1.2,0.0,0.0,0.0
0.428,0.166,238.11,2.0,0.0,0.0,0.0
1.834,0.084,240.3,7.6,0.0,2.0,17.0
1.992,0.18,238.2,8.4,0.0,0.0,17.0
0.41,0.094,241.92,1.8,0.0,0.0,0.0
2.004,0.08,238.26,8.4,0.0,0.0,17.0
0.81,0.136,241.09,3.4,0.0,0.0,0.0
3.91,0.272,233.97,16.6,36.0,0.0,16.0
2.35,0.084,242.23,9.6,0.0,0.0,18.0
1.346,0.084,240.67,5.6,0.0,1.0,18.0
0.342,0.058,244.16,1.4,0.0,0.0,0.0
0.37,0.08,241.61,1.6,0.0,0.0,0.0
0.308,0.05,244.27,1.4,0.0,0.0,0.0
1.316,0.068,239.41,5.4,0.0,0.0,17.0
0.442,0.186,241.51,2.0,0.0,1.0,0.0
0.726,0.114,235.31,3.2,0.0,0.0,0.0
3.718,0.0,237.75,15.6,0.0,0.0,18.0
1.674,0.348,235.78,7.2,0.0,0.0,17.0
0.57,0.06,241.29,2.4,0.0,0.0,0.0
1.394,0.076,242.25,5.6,0.0,0.0,18.0
0.382,0.09,244.71,1.6,0.0,0.0,0.0
1.316,0.062,239.03,5.4,0.0,0.0,18.0
0.354,0.07,243.58,1.4,0.0,2.0,0.0
1.704,0.184,239.19,7.2,0.0,1.0,17.0
0.346,0.07,240.56,1.6,0.0,0.0,0.0
1.368,0.072,240.54,5.6,0.0,0.0,17.0
0.442,0.0,242.78,2.0,0.0,0.0,0.0
1.602,0.28,239.86,6.8,0.0,2.0,17.0
0.362,0.084,242.4,1.6,0.0,0.0,0.0
0.708,0.258,239.65,3.2,0.0,1.0,0.0
0.756,0.118,239.8,3.2,0.0,0.0,0.0
5.416,0.122,233.54,23.4,37.0,24.0,17.0
2.826,0.0,241.11,11.6,0.0,2.0,18.0
1.362,0.066,242.0,5.6,0.0,1.0,18.0
1.752,0.064,244.67,7.0,0.0,0.0,0.0
2.464,0.058,239.44,10.2,0.0,0.0,18.0
0.214,0.058,245.95,0.8,0.0,0.0,0.0
1.392,0.06,242.17,5.6,0.0,0.0,18.0
0.294,0.052,246.17,1.2,0.0,0.0,0.0
1.884,0.0,239.73,8.6,0.0,2.0,17.0
0.31,0.08,244.7,1.2,0.0,2.0,0.0
1.406,0.07,245.78,5.6,0.0,1.0,19.0
0.314,0.088,244.26,1.4,0.0,2.0,0.0
0.318,0.086,241.84,1.4,0.0,0.0,0.0
3.082,0.078,239.93,12.8,0.0,0.0,18.0
0.982,0.076,238.39,4.2,0.0,0.0,0.0
0.514,0.138,245.29,2.4,0.0,0.0,0.0
1.57,0.0,240.09,6.6,0.0,0.0,18.0
0.388,0.06,246.1,1.6,0.0,0.0,0.0
1.35,0.072,239.38,5.6,0.0,0.0,18.0
0.376,0.088,245.22,1.6,0.0,0.0,0.0
1.434,0.072,241.97,5.8,0.0,0.0,17.0
0.346,0.062,245.43,1.4,0.0,1.0,0.0
1.422,0.0,242.75,5.8,0.0,0.0,18.0
1.024,0.18,245.44,4.4,0.0,0.0,0.0
0.362,0.078,243.13,1.6,0.0,0.0,0.0
1.56,0.074,244.07,6.4,0.0,0.0,18.0
4.774,0.396,235.59,20.2,37.0,0.0,17.0
1.452,0.142,246.23,5.8,0.0,0.0,0.0
4.068,0.0,235.59,17.2,37.0,0.0,17.0
1.6,0.148,242.05,6.6,0.0,1.0,18.0
1.404,0.07,243.76,5.6,0.0,0.0,18.0
0.218,0.048,246.58,0.8,0.0,0.0,0.0
1.454,0.062,243.26,6.0,0.0,0.0,18.0
0.212,0.052,244.62,0.8,0.0,0.0,0.0
2.06,0.32,239.03,8.6,0.0,0.0,18.0
0.336,0.086,244.49,1.4,0.0,0.0,0.0
1.332,0.054,244.94,5.4,0.0,0.0,19.0
0.372,0.062,242.86,1.6,0.0,0.0,0.0
1.292,0.07,242.53,5.2,0.0,0.0,18.0
0.212,0.048,244.87,0.8,0.0,0.0,0.0
0.29,0.046,243.57,1.4,0.0,0.0,0.0
0.378,0.052,242.79,1.6,0.0,0.0,0.0
4.058,0.144,237.46,17.0,38.0,0.0,17.0
0.28,0.0,247.62,1.2,0.0,0.0,0.0
1.436,0.054,243.64,5.8,0.0,0.0,18.0
0.344,0.0,244.24,1.6,0.0,0.0,0.0
1.56,0.188,244.31,6.4,0.0,0.0,18.0
0.272,0.0,244.09,1.2,0.0,0.0,0.0
1.806,0.354,243.87,7.4,0.0,2.0,19.0
0.276,0.052,246.32,1.2,0.0,0.0,0.0
1.304,0.0,242.23,5.4,0.0,0.0,18.0
1.688,0.23,242.58,7.0,0.0,1.0,18.0
1.338,0.0,240.84,5.4,0.0,0.0,18.0
0.414,0.25,246.5,2.0,0.0,2.0,0.0
1.482,0.048,239.14,6.2,0.0,1.0,17.0
4.672,0.136,240.61,19.4,0.0,38.0,18.0
3.804,0.148,236.64,16.0,0.0,42.0,17.0
0.508,0.336,245.28,2.4,0.0,2.0,0.0
2.606,0.056,237.03,11.4,0.0,0.0,17.0
1.592,0.26,244.11,6.6,1.0,0.0,0.0
1.308,0.094,238.12,5.4,0.0,0.0,17.0
0.22,0.0,244.57,1.0,0.0,0.0,0.0
1.392,0.062,240.4,5.8,0.0,0.0,17.0
0.556,0.202,246.08,2.4,0.0,0.0,0.0
0.536,0.226,241.15,2.4,0.0,2.0,0.0
0.212,0.0,245.53,0.8,0.0,0.0,0.0
1.348,0.236,238.82,5.6,0.0,0.0,0.0
0.996,0.066,244.81,4.0,0.0,0.0,0.0
2.482,0.0,240.99,10.2,0.0,0.0,18.0
2.154,0.252,245.47,8.8,0.0,0.0,0.0
0.348,0.182,241.35,1.6,0.0,2.0,0.0
1.32,0.048,245.09,5.4,0.0,0.0,19.0
0.386,0.202,243.07,1.8,0.0,0.0,0.0
0.274,0.0,248.75,1.2,0.0,0.0,0.0
0.204,0.0,243.36,0.8,0.0,0.0,0.0
